사용일,호선,구분,역명,a
일요일,2호선,외선,신촌,23
일요일,2호선,내선,신촌,44
일요일,2호선,외선,신촌,30
일요일,2호선,내선,신촌,53
일요일,2호선,외선,신촌,40
일요일,2호선,내선,신촌,52
일요일,2호선,외선,신촌,42
일요일,2호선,내선,신촌,48
일요일,2호선,외선,신촌,46
일요일,2호선,내선,신촌,44
일요일,2호선,외선,신촌,53
일요일,2호선,내선,신촌,47
일요일,2호선,외선,신촌,56
일요일,2호선,내선,신촌,43
일요일,2호선,외선,신촌,62
일요일,2호선,내선,신촌,41
일요일,2호선,외선,신촌,57
일요일,2호선,내선,신촌,35
일요일,2호선,외선,신촌,45
일요일,2호선,내선,신촌,32
일요일,2호선,외선,신촌,44
일요일,2호선,내선,신촌,35
일요일,2호선,외선,신촌,40
일요일,2호선,내선,신촌,38
일요일,2호선,외선,신촌,41
일요일,2호선,내선,신촌,35
일요일,2호선,외선,신촌,30
일요일,2호선,내선,신촌,0
일요일,2호선,외선,신촌,0
평일,2호선,내선,아현,20
평일,2호선,외선,아현,13
평일,2호선,내선,아현,28
평일,2호선,외선,아현,13
평일,2호선,내선,아현,61
평일,2호선,외선,아현,27
평일,2호선,내선,아현,118
평일,2호선,외선,아현,38
평일,2호선,내선,아현,55
평일,2호선,외선,아현,27
평일,2호선,내선,아현,41
평일,2호선,외선,아현,26
평일,2호선,내선,아현,47
평일,2호선,외선,아현,37
평일,2호선,내선,아현,44
평일,2호선,외선,아현,36
평일,2호선,내선,아현,49
평일,2호선,외선,아현,40
평일,2호선,내선,아현,44
평일,2호선,외선,아현,42
평일,2호선,내선,아현,43
평일,2호선,외선,아현,43
평일,2호선,내선,아현,43
평일,2호선,외선,아현,46
평일,2호선,내선,아현,45
평일,2호선,외선,아현,57
평일,2호선,내선,아현,46
평일,2호선,외선,아현,106
평일,2호선,내선,아현,33
평일,2호선,외선,아현,70
평일,2호선,내선,아현,26
평일,2호선,외선,아현,63
평일,2호선,내선,아현,38
평일,2호선,외선,아현,58
평일,2호선,내선,아현,42
평일,2호선,외선,아현,67
평일,2호선,내선,아현,38
평일,2호선,외선,아현,42
평일,2호선,내선,아현,10
평일,2호선,외선,아현,20
토요일,2호선,내선,아현,27
토요일,2호선,외선,아현,11
토요일,2호선,내선,아현,22
토요일,2호선,외선,아현,10
토요일,2호선,내선,아현,23
토요일,2호선,외선,아현,12
토요일,2호선,내선,아현,36
토요일,2호선,외선,아현,19
토요일,2호선,내선,아현,36
토요일,2호선,외선,아현,24
토요일,2호선,내선,아현,47
토요일,2호선,외선,아현,33
토요일,2호선,내선,아현,48
토요일,2호선,외선,아현,40
토요일,2호선,내선,아현,65
토요일,2호선,외선,아현,56
토요일,2호선,내선,아현,67
토요일,2호선,외선,아현,56
토요일,2호선,내선,아현,60
토요일,2호선,외선,아현,67
토요일,2호선,내선,아현,53
토요일,2호선,외선,아현,72
토요일,2호선,내선,아현,58
토요일,2호선,외선,아현,64
토요일,2호선,내선,아현,55
토요일,2호선,외선,아현,77
토요일,2호선,내선,아현,45
토요일,2호선,외선,아현,78
토요일,2호선,내선,아현,36
토요일,2호선,외선,아현,65
토요일,2호선,내선,아현,37
토요일,2호선,외선,아현,68
토요일,2호선,내선,아현,42
토요일,2호선,외선,아현,61
토요일,2호선,내선,아현,62
토요일,2호선,외선,아현,56
토요일,2호선,내선,아현,58
토요일,2호선,외선,아현,69
토요일,2호선,내선,아현,0
토요일,2호선,외선,아현,0
일요일,2호선,내선,아현,25
일요일,2호선,외선,아현,7
일요일,2호선,내선,아현,14
일요일,2호선,외선,아현,8
일요일,2호선,내선,아현,18
일요일,2호선,외선,아현,7
일요일,2호선,내선,아현,32
일요일,2호선,외선,아현,15
일요일,2호선,내선,아현,33
일요일,2호선,외선,아현,21
일요일,2호선,내선,아현,37
일요일,2호선,외선,아현,26
일요일,2호선,내선,아현,43
일요일,2호선,외선,아현,35
일요일,2호선,내선,아현,54
일요일,2호선,외선,아현,45
일요일,2호선,내선,아현,50
일요일,2호선,외선,아현,50
일요일,2호선,내선,아현,49
일요일,2호선,외선,아현,47
일요일,2호선,내선,아현,46
일요일,2호선,외선,아현,54
일요일,2호선,내선,아현,53
일요일,2호선,외선,아현,50
일요일,2호선,내선,아현,44
일요일,2호선,외선,아현,59
일요일,2호선,내선,아현,42
일요일,2호선,외선,아현,57
일요일,2호선,내선,아현,35
일요일,2호선,외선,아현,44
일요일,2호선,내선,아현,33
일요일,2호선,외선,아현,39
일요일,2호선,내선,아현,37
일요일,2호선,외선,아현,34
일요일,2호선,내선,아현,36
일요일,2호선,외선,아현,34
일요일,2호선,내선,아현,35
일요일,2호선,외선,아현,28
일요일,2호선,내선,아현,0
일요일,2호선,외선,아현,0
평일,2호선,내선,역삼,23
평일,2호선,외선,역삼,60
평일,2호선,내선,역삼,23
평일,2호선,외선,역삼,36
평일,2호선,내선,역삼,47
평일,2호선,외선,역삼,62
평일,2호선,내선,역삼,76
평일,2호선,외선,역삼,92
평일,2호선,내선,역삼,54
평일,2호선,외선,역삼,68
평일,2호선,내선,역삼,46
평일,2호선,외선,역삼,47
평일,2호선,내선,역삼,47
평일,2호선,외선,역삼,49
평일,2호선,내선,역삼,54
평일,2호선,외선,역삼,52
평일,2호선,내선,역삼,64
평일,2호선,외선,역삼,59
평일,2호선,내선,역삼,64
평일,2호선,외선,역삼,52
평일,2호선,내선,역삼,75
평일,2호선,외선,역삼,56
평일,2호선,내선,역삼,77
평일,2호선,외선,역삼,61
평일,2호선,내선,역삼,94
평일,2호선,외선,역삼,57
평일,2호선,내선,역삼,129
평일,2호선,외선,역삼,88
평일,2호선,내선,역삼,90
평일,2호선,외선,역삼,74
평일,2호선,내선,역삼,63
평일,2호선,외선,역삼,58
평일,2호선,내선,역삼,84
평일,2호선,외선,역삼,72
평일,2호선,내선,역삼,81
평일,2호선,외선,역삼,76
평일,2호선,내선,역삼,36
평일,2호선,외선,역삼,56
평일,2호선,내선,역삼,22
평일,2호선,외선,역삼,22
토요일,2호선,내선,역삼,30
토요일,2호선,외선,역삼,45
토요일,2호선,내선,역삼,16
토요일,2호선,외선,역삼,31
토요일,2호선,내선,역삼,18
토요일,2호선,외선,역삼,27
토요일,2호선,내선,역삼,27
토요일,2호선,외선,역삼,45
토요일,2호선,내선,역삼,39
토요일,2호선,외선,역삼,52
토요일,2호선,내선,역삼,46
토요일,2호선,외선,역삼,66
토요일,2호선,내선,역삼,57
토요일,2호선,외선,역삼,67
토요일,2호선,내선,역삼,70
토요일,2호선,외선,역삼,71
토요일,2호선,내선,역삼,75
토요일,2호선,외선,역삼,91
토요일,2호선,내선,역삼,75
토요일,2호선,외선,역삼,75
토요일,2호선,내선,역삼,74
토요일,2호선,외선,역삼,78
토요일,2호선,내선,역삼,80
토요일,2호선,외선,역삼,72
토요일,2호선,내선,역삼,85
토요일,2호선,외선,역삼,58
토요일,2호선,내선,역삼,85
토요일,2호선,외선,역삼,47
토요일,2호선,내선,역삼,56
토요일,2호선,외선,역삼,46
토요일,2호선,내선,역삼,61
토요일,2호선,외선,역삼,40
토요일,2호선,내선,역삼,66
토요일,2호선,외선,역삼,47
토요일,2호선,내선,역삼,65
토요일,2호선,외선,역삼,52
토요일,2호선,내선,역삼,60
토요일,2호선,외선,역삼,61
토요일,2호선,내선,역삼,0
토요일,2호선,외선,역삼,0
일요일,2호선,내선,역삼,16
일요일,2호선,외선,역삼,28
일요일,2호선,내선,역삼,14
일요일,2호선,외선,역삼,18
일요일,2호선,내선,역삼,14
일요일,2호선,외선,역삼,18
일요일,2호선,내선,역삼,21
일요일,2호선,외선,역삼,36
일요일,2호선,내선,역삼,35
일요일,2호선,외선,역삼,46
일요일,2호선,내선,역삼,35
일요일,2호선,외선,역삼,46
일요일,2호선,내선,역삼,40
일요일,2호선,외선,역삼,59
일요일,2호선,내선,역삼,49
일요일,2호선,외선,역삼,58
일요일,2호선,내선,역삼,54
일요일,2호선,외선,역삼,62
일요일,2호선,내선,역삼,57
일요일,2호선,외선,역삼,57
일요일,2호선,내선,역삼,61
일요일,2호선,외선,역삼,53
일요일,2호선,내선,역삼,72
일요일,2호선,외선,역삼,49
일요일,2호선,내선,역삼,61
일요일,2호선,외선,역삼,50
일요일,2호선,내선,역삼,64
일요일,2호선,외선,역삼,46
일요일,2호선,내선,역삼,50
일요일,2호선,외선,역삼,38
일요일,2호선,내선,역삼,48
일요일,2호선,외선,역삼,34
일요일,2호선,내선,역삼,46
일요일,2호선,외선,역삼,34
일요일,2호선,내선,역삼,46
일요일,2호선,외선,역삼,31
일요일,2호선,내선,역삼,32
일요일,2호선,외선,역삼,30
일요일,2호선,내선,역삼,0
일요일,2호선,외선,역삼,0
평일,2호선,내선,영등포구청,29
평일,2호선,외선,영등포구청,35
평일,2호선,내선,영등포구청,34
평일,2호선,외선,영등포구청,48
평일,2호선,내선,영등포구청,74
평일,2호선,외선,영등포구청,82
평일,2호선,내선,영등포구청,130
평일,2호선,외선,영등포구청,100
평일,2호선,내선,영등포구청,72
평일,2호선,외선,영등포구청,39
평일,2호선,내선,영등포구청,60
평일,2호선,외선,영등포구청,36
평일,2호선,내선,영등포구청,56
평일,2호선,외선,영등포구청,41
평일,2호선,내선,영등포구청,56
평일,2호선,외선,영등포구청,42
평일,2호선,내선,영등포구청,57
평일,2호선,외선,영등포구청,49
평일,2호선,내선,영등포구청,53
평일,2호선,외선,영등포구청,47
평일,2호선,내선,영등포구청,46
평일,2호선,외선,영등포구청,50
평일,2호선,내선,영등포구청,50
평일,2호선,외선,영등포구청,58
평일,2호선,내선,영등포구청,52
평일,2호선,외선,영등포구청,73
평일,2호선,내선,영등포구청,71
평일,2호선,외선,영등포구청,110
평일,2호선,내선,영등포구청,58
평일,2호선,외선,영등포구청,75
평일,2호선,내선,영등포구청,37
평일,2호선,외선,영등포구청,67
평일,2호선,내선,영등포구청,46
평일,2호선,외선,영등포구청,78
평일,2호선,내선,영등포구청,43
평일,2호선,외선,영등포구청,94
평일,2호선,내선,영등포구청,36
평일,2호선,외선,영등포구청,60
평일,2호선,내선,영등포구청,17
평일,2호선,외선,영등포구청,22
토요일,2호선,내선,영등포구청,18
토요일,2호선,외선,영등포구청,41
토요일,2호선,내선,영등포구청,25
토요일,2호선,외선,영등포구청,32
토요일,2호선,내선,영등포구청,26
토요일,2호선,외선,영등포구청,26
토요일,2호선,내선,영등포구청,46
토요일,2호선,외선,영등포구청,35
토요일,2호선,내선,영등포구청,52
토요일,2호선,외선,영등포구청,39
토요일,2호선,내선,영등포구청,56
토요일,2호선,외선,영등포구청,49
토요일,2호선,내선,영등포구청,62
토요일,2호선,외선,영등포구청,55
토요일,2호선,내선,영등포구청,74
토요일,2호선,외선,영등포구청,62
토요일,2호선,내선,영등포구청,77
토요일,2호선,외선,영등포구청,63
토요일,2호선,내선,영등포구청,78
토요일,2호선,외선,영등포구청,71
토요일,2호선,내선,영등포구청,62
토요일,2호선,외선,영등포구청,73
토요일,2호선,내선,영등포구청,68
토요일,2호선,외선,영등포구청,63
토요일,2호선,내선,영등포구청,67
토요일,2호선,외선,영등포구청,75
토요일,2호선,내선,영등포구청,60
토요일,2호선,외선,영등포구청,65
토요일,2호선,내선,영등포구청,45
토요일,2호선,외선,영등포구청,54
토요일,2호선,내선,영등포구청,44
토요일,2호선,외선,영등포구청,66
토요일,2호선,내선,영등포구청,41
토요일,2호선,외선,영등포구청,69
토요일,2호선,내선,영등포구청,51
토요일,2호선,외선,영등포구청,84
토요일,2호선,내선,영등포구청,48
토요일,2호선,외선,영등포구청,96
토요일,2호선,내선,영등포구청,0
토요일,2호선,외선,영등포구청,0
일요일,2호선,내선,영등포구청,12
일요일,2호선,외선,영등포구청,43
일요일,2호선,내선,영등포구청,15
일요일,2호선,외선,영등포구청,30
일요일,2호선,내선,영등포구청,21
일요일,2호선,외선,영등포구청,17
일요일,2호선,내선,영등포구청,39
일요일,2호선,외선,영등포구청,26
일요일,2호선,내선,영등포구청,43
일요일,2호선,외선,영등포구청,41
일요일,2호선,내선,영등포구청,50
일요일,2호선,외선,영등포구청,43
일요일,2호선,내선,영등포구청,52
일요일,2호선,외선,영등포구청,44
일요일,2호선,내선,영등포구청,64
일요일,2호선,외선,영등포구청,48
일요일,2호선,내선,영등포구청,66
일요일,2호선,외선,영등포구청,51
일요일,2호선,내선,영등포구청,65
일요일,2호선,외선,영등포구청,50
일요일,2호선,내선,영등포구청,60
일요일,2호선,외선,영등포구청,53
일요일,2호선,내선,영등포구청,56
일요일,2호선,외선,영등포구청,59
일요일,2호선,내선,영등포구청,58
일요일,2호선,외선,영등포구청,66
일요일,2호선,내선,영등포구청,51
일요일,2호선,외선,영등포구청,62
일요일,2호선,내선,영등포구청,40
일요일,2호선,외선,영등포구청,55
일요일,2호선,내선,영등포구청,31
일요일,2호선,외선,영등포구청,48
일요일,2호선,내선,영등포구청,31
일요일,2호선,외선,영등포구청,56
일요일,2호선,내선,영등포구청,32
일요일,2호선,외선,영등포구청,53
일요일,2호선,내선,영등포구청,30
일요일,2호선,외선,영등포구청,40
일요일,2호선,내선,영등포구청,0
일요일,2호선,외선,영등포구청,0
평일,2호선,내선,왕십리,22
평일,2호선,외선,왕십리,14
평일,2호선,내선,왕십리,23
평일,2호선,외선,왕십리,19
평일,2호선,내선,왕십리,39
평일,2호선,외선,왕십리,54
평일,2호선,내선,왕십리,78
평일,2호선,외선,왕십리,76
평일,2호선,내선,왕십리,38
평일,2호선,외선,왕십리,44
평일,2호선,내선,왕십리,31
평일,2호선,외선,왕십리,38
평일,2호선,내선,왕십리,36
